Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,Country,State,City,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Mode,Payment Method,Sales Representative
ORD-104588,2025-10-12,2025-10-18,CU-10597,Dorothy Garcia,Consumer,United States,Nevada,Reno,West,PR-0040,Office Supplies,Binders,Presentation Binder,60.48,4,0.0,27.99,Same Day,Credit Card,Daniel Kim
ORD-100587,2024-06-04,2024-06-06,CU-10088,Paul King,Consumer,United States,Georgia,Atlanta,South,PR-0033,Furniture,Furnishings,Filing Cabinet,2495.08,4,0.05,569.61,Standard Class,PayPal,Liam O'Connor
ORD-103722,2025-06-26,2025-07-03,CU-11158,David Lee,Consumer,United States,New Jersey,Jersey City,East,PR-0027,Furniture,Bookcases,5-Shelf Bookcase,984.0,1,0.15,212.84,Standard Class,Credit Card,Grace Okafor
ORD-104143,2022-01-11,2022-01-17,CU-10180,Edward Jones,Home Office,United States,New Jersey,Newark,East,PR-0009,Technology,Computers,UltraSlim Laptop,9554.04,8,0.05,1996.22,Standard Class,Debit Card,Alex Turner
ORD-103895,2025-11-26,2025-12-03,CU-11019,Steven Sanchez,Consumer,United States,Florida,Orlando,South,PR-0024,Furniture,Tables,Standing Desk Pro,3396.64,4,0.2,384.48,Standard Class,Cash on Delivery,Grace Okafor
ORD-104938,2025-10-20,2025-10-21,CU-11025,Dorothy Perez,Corporate,United States,Nevada,Las Vegas,West,PR-0014,Technology,Accessories,Laptop Stand,2046.04,2,0.0,522.24,Standard Class,Cash on Delivery,Alex Turner
ORD-111086,2023-12-01,2023-12-07,CU-11152,Linda Moore,Home Office,United States,California,San Francisco,West,PR-0032,Furniture,Furnishings,Wall Clock,1504.5,2,0.2,89.36,Same Day,Credit Card,Nina Petrova
ORD-105427,2024-12-04,2024-12-07,CU-12052,Christopher Brown,Home Office,United States,New York,New York City,East,PR-0026,Furniture,Tables,Glass Office Desk,272.48,2,0.0,106.82,Standard Class,Cash on Delivery,Sofia Rossi
ORD-109398,2024-02-02,2024-02-08,CU-11564,Michael Johnson,Home Office,United States,Texas,Austin,Central,PR-0017,Technology,Copiers,PrintMaster 200,1636.45,1,0.0,312.86,First Class,Debit Card,Liam O'Connor
ORD-109992,2023-02-14,2023-02-20,CU-10651,John Nguyen,Home Office,United States,California,San Diego,West,PR-0007,Technology,Computers,AirLight 13,3844.44,3,0.0,1076.16,Standard Class,Cash on Delivery,Daniel Kim
ORD-109949,2023-02-11,2023-02-18,CU-10132,Patricia Sanchez,Consumer,United States,North Carolina,Charlotte,South,PR-0015,Technology,Accessories,Bluetooth Speaker,1627.47,1,0.0,363.27,Same Day,PayPal,Sofia Rossi
ORD-108136,2024-10-27,2024-11-02,CU-11480,Robert Martinez,Consumer,United States,Ohio,Columbus,Central,PR-0040,Office Supplies,Binders,Presentation Binder,13.92,2,0.15,5.11,Standard Class,Debit Card,Ethan Wu
ORD-103439,2025-11-23,2025-11-28,CU-11003,Daniel Thomas,Consumer,United States,New Jersey,Jersey City,East,PR-0041,Office Supplies,Storage,Storage Box Set,29.49,2,0.05,12.95,Standard Class,Credit Card,Daniel Kim
ORD-106679,2024-09-29,2024-10-06,CU-10833,Melissa Williams,Home Office,United States,Pennsylvania,Philadelphia,East,PR-0012,Technology,Accessories,Mechanical Keyboard,3868.38,4,0.2,369.75,Standard Class,Bank Transfer,Grace Okafor
ORD-101154,2025-11-27,2025-12-02,CU-11803,Brian Perez,Consumer,United States,Oregon,Portland,West,PR-0021,Furniture,Chairs,Executive Leather Chair,643.26,2,0.0,174.61,Standard Class,Credit Card,Priya Nair
ORD-102859,2022-09-01,2022-09-02,CU-11080,Kevin Thompson,Consumer,United States,Nevada,Reno,West,PR-0008,Technology,Computers,GameStation Tower,5206.62,7,0.05,1099.53,First Class,Debit Card,Ethan Wu
ORD-106478,2024-05-05,2024-05-06,CU-11872,Linda Robinson,Consumer,United States,New York,New York City,East,PR-0015,Technology,Accessories,Bluetooth Speaker,3021.07,3,0.2,126.91,Second Class,Cash on Delivery,Alex Turner
ORD-103175,2022-04-25,2022-04-28,CU-11951,Jessica Jackson,Corporate,United States,California,San Diego,West,PR-0032,Furniture,Furnishings,Wall Clock,927.12,4,0.0,273.1,Second Class,Bank Transfer,Ethan Wu
ORD-106059,2022-07-12,2022-07-16,CU-11242,Sarah Scott,Corporate,United States,California,San Francisco,West,PR-0018,Technology,Copiers,ScanPro Duo,2562.84,5,0.1,599.31,Second Class,Debit Card,Liam O'Connor
ORD-100806,2022-08-02,2022-08-05,CU-11982,James Brown,Corporate,United States,Oregon,Portland,West,PR-0034,Office Supplies,Paper,Premium Copy Paper,493.4,5,0.0,221.28,Standard Class,Cash on Delivery,Maria Silva
ORD-103663,2024-07-25,2024-07-27,CU-10679,Kenneth Robinson,Consumer,United States,Oregon,Portland,West,PR-0047,Office Supplies,Labels,Address Label Pack,105.67,2,0.3,24.46,Standard Class,Bank Transfer,Alex Turner
ORD-106618,2024-10-16,2024-10-19,CU-10923,William Martinez,Home Office,United States,New York,New York City,East,PR-0002,Technology,Phones,NovaPhone S8,6711.56,5,0.05,1266.62,Standard Class,Bank Transfer,Grace Okafor
ORD-107052,2025-03-06,2025-03-07,CU-10447,Joshua Jackson,Consumer,United States,Illinois,Chicago,Central,PR-0022,Furniture,Chairs,Task Chair Basic,6330.53,7,0.05,1909.38,Standard Class,PayPal,Nina Petrova
ORD-108991,2024-06-21,2024-06-22,CU-11799,William Nguyen,Corporate,United States,Nevada,Las Vegas,West,PR-0034,Office Supplies,Paper,Premium Copy Paper,35.84,2,0.4,0.91,Standard Class,Debit Card,Maria Silva
ORD-100522,2023-02-13,2023-02-17,CU-11346,Linda Wilson,Consumer,United States,Nevada,Las Vegas,West,PR-0045,Office Supplies,Art,Highlighter Pack,208.44,4,0.0,106.59,Standard Class,Cash on Delivery,Daniel Kim
ORD-100242,2025-11-12,2025-11-13,CU-11961,Christopher Clark,Home Office,United States,New York,Buffalo,East,PR-0002,Technology,Phones,NovaPhone S8,628.27,2,0.2,39.84,Standard Class,Credit Card,Nina Petrova
ORD-107489,2025-09-10,2025-09-17,CU-10488,James Clark,Home Office,United States,Florida,Orlando,South,PR-0003,Technology,Phones,ZenPhone Lite,1080.96,2,0.0,368.71,Standard Class,Debit Card,Liam O'Connor
ORD-109209,2023-05-24,2023-05-25,CU-11668,Melissa Flores,Consumer,United States,Massachusetts,Boston,East,PR-0048,Office Supplies,Labels,Shipping Label Roll,17.07,2,0.3,3.5,Standard Class,Cash on Delivery,Grace Okafor
ORD-108082,2022-10-21,2022-10-25,CU-11672,Amanda Wilson,Consumer,United States,Illinois,Springfield,Central,PR-0017,Technology,Copiers,PrintMaster 200,1819.88,2,0.05,390.59,Standard Class,Credit Card,Sofia Rossi
ORD-108886,2025-09-11,2025-09-14,CU-10847,Betty King,Corporate,United States,Ohio,Cleveland,Central,PR-0034,Office Supplies,Paper,Premium Copy Paper,100.54,1,0.0,39.49,First Class,Credit Card,Maria Silva
ORD-105836,2025-05-01,2025-05-02,CU-11983,Deborah Anderson,Corporate,United States,Massachusetts,Boston,East,PR-0039,Office Supplies,Binders,Report Cover Binder,150.1,2,0.0,62.58,Standard Class,Cash on Delivery,Alex Turner
ORD-107465,2024-04-11,2024-04-16,CU-10944,Deborah Jackson,Consumer,United States,Oregon,Portland,West,PR-0023,Furniture,Tables,Conference Table Oak,313.2,3,0.0,129.48,Standard Class,Debit Card,Liam O'Connor
ORD-103455,2023-07-04,2023-07-08,CU-10054,Betty Robinson,Consumer,United States,California,Los Angeles,West,PR-0014,Technology,Accessories,Laptop Stand,1750.38,2,0.0,345.44,Second Class,PayPal,Maria Silva
ORD-107444,2025-02-17,2025-02-18,CU-11672,Amanda Wilson,Consumer,United States,Michigan,Ann Arbor,Central,PR-0011,Technology,Accessories,Wireless Mouse,942.51,3,0.0,182.15,Second Class,Debit Card,Daniel Kim
ORD-105411,2024-07-18,2024-07-22,CU-10044,Matthew Moore,Home Office,United States,Texas,Austin,Central,PR-0032,Furniture,Furnishings,Wall Clock,3374.14,3,0.05,1177.13,First Class,Bank Transfer,Maria Silva
ORD-110124,2025-05-30,2025-06-04,CU-11324,Kenneth Jackson,Consumer,United States,Michigan,Detroit,Central,PR-0012,Technology,Accessories,Mechanical Keyboard,1967.14,2,0.0,349.28,Standard Class,Bank Transfer,Priya Nair
ORD-107340,2025-11-16,2025-11-20,CU-11580,David Ramirez,Home Office,United States,New Jersey,Jersey City,East,PR-0004,Technology,Phones,Phone Pro Max,468.84,1,0.0,70.81,Standard Class,Credit Card,Grace Okafor
ORD-110261,2024-01-14,2024-01-20,CU-11968,Amanda Hill,Consumer,United States,Georgia,Savannah,South,PR-0021,Furniture,Chairs,Executive Leather Chair,503.05,3,0.05,104.54,Standard Class,Cash on Delivery,Sofia Rossi
ORD-110051,2022-11-10,2022-11-14,CU-11031,Brian Young,Consumer,United States,New Jersey,Newark,East,PR-0019,Furniture,Chairs,ErgoChair Deluxe,603.78,1,0.2,121.7,Same Day,Bank Transfer,Ethan Wu
ORD-102516,2023-11-29,2023-12-06,CU-11061,Mark Jones,Consumer,United States,New York,Buffalo,East,PR-0004,Technology,Phones,Phone Pro Max,1213.92,4,0.0,221.02,Second Class,Credit Card,Alex Turner
ORD-110407,2024-02-01,2024-02-07,CU-10638,Brian Jackson,Consumer,United States,New York,Albany,East,PR-0027,Furniture,Bookcases,5-Shelf Bookcase,1001.16,3,0.2,171.67,Second Class,Debit Card,Nina Petrova
ORD-104250,2024-06-27,2024-07-01,CU-11292,William Allen,Consumer,United States,Pennsylvania,Pittsburgh,East,PR-0023,Furniture,Tables,Conference Table Oak,852.63,2,0.15,115.48,Standard Class,PayPal,Priya Nair
ORD-102373,2023-06-21,2023-06-25,CU-11624,Lisa Wright,Consumer,United States,Nevada,Las Vegas,West,PR-0035,Office Supplies,Paper,Recycled Notebook Pack,102.39,1,0.05,49.83,Standard Class,PayPal,Ethan Wu
ORD-100215,2022-10-17,2022-10-24,CU-11700,Brian Lopez,Consumer,United States,Washington,Spokane,West,PR-0016,Technology,Copiers,OfficeCopier 4000,8924.46,6,0.0,2357.05,Standard Class,Cash on Delivery,Carlos Mendes
ORD-106219,2025-01-27,2025-01-29,CU-11124,Kevin Flores,Corporate,United States,Michigan,Detroit,Central,PR-0022,Furniture,Chairs,Task Chair Basic,148.48,1,0.0,33.73,Same Day,Cash on Delivery,Ethan Wu
ORD-109017,2022-12-20,2022-12-24,CU-10925,Michael Allen,Corporate,United States,Illinois,Chicago,Central,PR-0046,Office Supplies,Art,Whiteboard Markers,106.92,2,0.1,36.77,First Class,PayPal,Maria Silva
ORD-100718,2025-05-28,2025-06-03,CU-12187,Andrew Hill,Corporate,United States,California,San Francisco,West,PR-0026,Furniture,Tables,Glass Office Desk,4716.31,5,0.15,873.54,Standard Class,Bank Transfer,Ethan Wu
ORD-109179,2024-05-31,2024-06-07,CU-10852,Robert Allen,Consumer,United States,Washington,Spokane,West,PR-0014,Technology,Accessories,Laptop Stand,414.83,1,0.2,-18.59,First Class,Cash on Delivery,Carlos Mendes
ORD-110437,2024-08-12,2024-08-18,CU-10477,Mark Martin,Corporate,United States,Pennsylvania,Pittsburgh,East,PR-0011,Technology,Accessories,Wireless Mouse,675.67,1,0.05,152.34,Same Day,Credit Card,Liam O'Connor
ORD-108966,2025-04-02,2025-04-05,CU-10332,Matthew Nguyen,Corporate,United States,Nevada,Reno,West,PR-0043,Office Supplies,Storage,File Sorter,120.17,2,0.05,55.86,Standard Class,Credit Card,Grace Okafor
ORD-111002,2024-11-02,2024-11-07,CU-10879,Michelle Hill,Consumer,United States,Washington,Seattle,West,PR-0011,Technology,Accessories,Wireless Mouse,457.23,2,0.15,98.9,Second Class,Cash on Delivery,Sofia Rossi
ORD-101390,2024-01-22,2024-01-28,CU-11195,John Williams,Consumer,United States,Pennsylvania,Pittsburgh,East,PR-0025,Furniture,Tables,Round Meeting Table,1077.36,1,0.05,245.82,Standard Class,PayPal,Priya Nair
ORD-110810,2024-08-09,2024-08-13,CU-10880,Steven Harris,Consumer,United States,Ohio,Cleveland,Central,PR-0003,Technology,Phones,ZenPhone Lite,2947.68,7,0.05,631.95,Standard Class,Bank Transfer,Grace Okafor
ORD-104281,2022-09-23,2022-09-27,CU-11651,Donald Miller,Corporate,United States,Texas,Houston,Central,PR-0014,Technology,Accessories,Laptop Stand,4049.28,4,0.05,997.89,Standard Class,Debit Card,Nina Petrova
ORD-103873,2024-03-16,2024-03-22,CU-10040,Brian Jones,Corporate,United States,Michigan,Detroit,Central,PR-0011,Technology,Accessories,Wireless Mouse,775.07,1,0.05,93.25,Standard Class,PayPal,Daniel Kim
ORD-103435,2025-08-05,2025-08-11,CU-10325,Brian Martinez,Corporate,United States,Georgia,Savannah,South,PR-0034,Office Supplies,Paper,Premium Copy Paper,2.77,1,0.1,0.94,First Class,Credit Card,Priya Nair
ORD-101119,2022-02-04,2022-02-09,CU-11487,Paul Scott,Home Office,United States,Nevada,Reno,West,PR-0024,Furniture,Tables,Standing Desk Pro,1828.01,2,0.15,329.58,Second Class,PayPal,Grace Okafor
ORD-106615,2022-07-06,2022-07-07,CU-10306,Kevin King,Corporate,United States,New York,New York City,East,PR-0005,Technology,Phones,Aria Smartphone,3213.26,2,0.0,774.72,Same Day,Cash on Delivery,Carlos Mendes
ORD-105177,2022-10-03,2022-10-05,CU-11571,Deborah Garcia,Consumer,United States,Georgia,Savannah,South,PR-0006,Technology,Computers,ProBook 15,861.34,1,0.2,-1.63,First Class,Debit Card,Nina Petrova
ORD-108699,2022-04-17,2022-04-20,CU-11679,Linda Taylor,Consumer,United States,Washington,Spokane,West,PR-0042,Office Supplies,Storage,Desk Organizer,646.71,7,0.05,251.95,Standard Class,Cash on Delivery,Carlos Mendes
ORD-104083,2022-02-27,2022-03-05,CU-10973,Mary Taylor,Consumer,United States,North Carolina,Charlotte,South,PR-0034,Office Supplies,Paper,Premium Copy Paper,121.71,2,0.05,58.4,Second Class,Cash on Delivery,Sofia Rossi
ORD-101670,2023-08-13,2023-08-14,CU-10526,Daniel Clark,Corporate,United States,Illinois,Springfield,Central,PR-0019,Furniture,Chairs,ErgoChair Deluxe,1794.58,3,0.4,-229.41,Same Day,Credit Card,Daniel Kim
ORD-109617,2024-03-11,2024-03-18,CU-10474,Michelle Anderson,Corporate,United States,Illinois,Springfield,Central,PR-0047,Office Supplies,Labels,Address Label Pack,91.94,1,0.1,37.57,First Class,Debit Card,Grace Okafor
ORD-106289,2024-07-29,2024-08-04,CU-10545,Susan Moore,Consumer,United States,New York,New York City,East,PR-0038,Office Supplies,Binders,3-Ring Binder,206.44,2,0.0,81.29,Standard Class,Bank Transfer,Alex Turner
ORD-106853,2024-04-24,2024-05-01,CU-11275,Edward Jackson,Consumer,United States,California,San Diego,West,PR-0025,Furniture,Tables,Round Meeting Table,2126.05,2,0.1,690.91,Standard Class,Cash on Delivery,Liam O'Connor
ORD-101118,2024-12-23,2024-12-29,CU-10438,Thomas Anderson,Consumer,United States,New Jersey,Newark,East,PR-0015,Technology,Accessories,Bluetooth Speaker,2369.25,4,0.2,274.64,Standard Class,Credit Card,Priya Nair
ORD-111576,2024-04-10,2024-04-11,CU-10640,Sarah Smith,Home Office,United States,Illinois,Chicago,Central,PR-0031,Furniture,Furnishings,Office Rug,2092.94,6,0.15,414.74,Second Class,Cash on Delivery,Carlos Mendes
ORD-111360,2022-02-22,2022-02-24,CU-10379,Donna Johnson,Consumer,United States,California,San Diego,West,PR-0017,Technology,Copiers,PrintMaster 200,4961.66,5,0.05,1189.38,Second Class,Bank Transfer,Nina Petrova
ORD-103917,2025-11-12,2025-11-16,CU-12078,Kenneth Torres,Consumer,United States,Georgia,Savannah,South,PR-0033,Furniture,Furnishings,Filing Cabinet,402.64,2,0.15,80.61,Standard Class,Bank Transfer,Priya Nair
ORD-107918,2022-10-25,2022-10-28,CU-12082,Jessica Thompson,Home Office,United States,Florida,Miami,South,PR-0007,Technology,Computers,AirLight 13,9140.88,7,0.0,1940.1,Same Day,Cash on Delivery,Grace Okafor
ORD-106961,2025-03-20,2025-03-25,CU-11981,William Davis,Consumer,United States,Illinois,Springfield,Central,PR-0036,Office Supplies,Paper,Sticky Notes Set,104.2,6,0.05,47.12,Second Class,PayPal,Maria Silva
ORD-105891,2023-10-27,2023-10-31,CU-12014,Amanda Thompson,Corporate,United States,Illinois,Chicago,Central,PR-0020,Furniture,Chairs,MeshBack Office Chair,5775.6,5,0.0,1715.93,Standard Class,Debit Card,Ethan Wu
ORD-106200,2023-03-12,2023-03-16,CU-10314,Edward Thomas,Consumer,United States,Nevada,Reno,West,PR-0038,Office Supplies,Binders,3-Ring Binder,96.26,2,0.4,13.93,Standard Class,Cash on Delivery,Maria Silva
ORD-105135,2025-01-11,2025-01-14,CU-11948,Robert Nguyen,Consumer,United States,Nevada,Las Vegas,West,PR-0017,Technology,Copiers,PrintMaster 200,459.61,1,0.15,66.68,First Class,Credit Card,Grace Okafor
ORD-108308,2024-12-25,2024-12-30,CU-11991,William Garcia,Consumer,United States,Michigan,Ann Arbor,Central,PR-0024,Furniture,Tables,Standing Desk Pro,2012.73,4,0.15,379.22,Standard Class,Bank Transfer,Nina Petrova
ORD-107065,2024-09-25,2024-09-28,CU-12168,Christopher Jones,Corporate,United States,Pennsylvania,Pittsburgh,East,PR-0011,Technology,Accessories,Wireless Mouse,1086.72,1,0.1,234.81,First Class,Cash on Delivery,Ethan Wu
ORD-105931,2023-08-15,2023-08-16,CU-11712,Anthony Lewis,Consumer,United States,Texas,Austin,Central,PR-0005,Technology,Phones,Aria Smartphone,2199.75,2,0.3,-333.28,Standard Class,Bank Transfer,Sofia Rossi
ORD-104285,2022-01-27,2022-01-31,CU-10967,Elizabeth Rodriguez,Corporate,United States,Oregon,Eugene,West,PR-0001,Technology,Phones,UltraPhone X12,1137.28,2,0.05,239.79,Standard Class,Credit Card,Priya Nair
ORD-111313,2024-07-31,2024-08-04,CU-11367,Deborah Clark,Consumer,United States,Ohio,Cleveland,Central,PR-0005,Technology,Phones,Aria Smartphone,1073.03,1,0.0,354.1,Second Class,Cash on Delivery,Grace Okafor
ORD-102713,2023-07-09,2023-07-16,CU-11189,Lisa Perez,Home Office,United States,New York,Buffalo,East,PR-0022,Furniture,Chairs,Task Chair Basic,1066.46,1,0.1,278.88,Standard Class,Cash on Delivery,Nina Petrova
ORD-106554,2024-04-15,2024-04-18,CU-10630,Kenneth Ramirez,Consumer,United States,Nevada,Reno,West,PR-0023,Furniture,Tables,Conference Table Oak,1079.8,1,0.1,352.03,Standard Class,Credit Card,Priya Nair
ORD-102030,2025-01-10,2025-01-16,CU-10687,William Harris,Consumer,United States,New Jersey,Newark,East,PR-0004,Technology,Phones,Phone Pro Max,5938.24,4,0.0,1596.6,Second Class,Debit Card,Liam O'Connor
ORD-106196,2022-02-18,2022-02-24,CU-11706,Daniel Smith,Home Office,United States,Oregon,Portland,West,PR-0029,Furniture,Bookcases,Modern Ladder Shelf,2165.56,3,0.15,677.6,Second Class,Credit Card,Sofia Rossi
ORD-107213,2024-08-11,2024-08-14,CU-11577,Sarah Martin,Home Office,United States,Texas,Austin,Central,PR-0048,Office Supplies,Labels,Shipping Label Roll,277.56,4,0.0,141.57,First Class,Bank Transfer,Maria Silva
ORD-103716,2025-05-25,2025-05-28,CU-11512,Margaret Perez,Corporate,United States,Oregon,Portland,West,PR-0039,Office Supplies,Binders,Report Cover Binder,65.65,1,0.05,25.36,First Class,Credit Card,Maria Silva
ORD-105453,2024-08-29,2024-09-03,CU-10747,Kimberly Jackson,Consumer,United States,Washington,Seattle,West,PR-0031,Furniture,Furnishings,Office Rug,744.84,1,0.0,191.53,Standard Class,PayPal,Grace Okafor
ORD-100667,2023-03-05,2023-03-07,CU-10010,Mary Scott,Corporate,United States,Florida,Tampa,South,PR-0010,Technology,Computers,WorkStation Elite,474.88,1,0.05,89.95,Standard Class,Credit Card,Alex Turner
ORD-104769,2024-05-17,2024-05-20,CU-11775,Christopher Jackson,Consumer,United States,Michigan,Ann Arbor,Central,PR-0032,Furniture,Furnishings,Wall Clock,5109.95,5,0.05,1160.44,Standard Class,Bank Transfer,Ethan Wu
ORD-100902,2024-11-17,2024-11-18,CU-10674,Michael Anderson,Consumer,United States,Ohio,Columbus,Central,PR-0017,Technology,Copiers,PrintMaster 200,2561.0,2,0.15,104.03,Standard Class,PayPal,Carlos Mendes
ORD-103952,2023-04-15,2023-04-22,CU-12172,Sarah King,Consumer,United States,New Jersey,Jersey City,East,PR-0034,Office Supplies,Paper,Premium Copy Paper,178.12,3,0.15,79.14,First Class,Bank Transfer,Daniel Kim
ORD-100663,2024-12-09,2024-12-15,CU-11940,Amanda Moore,Consumer,United States,Washington,Spokane,West,PR-0005,Technology,Phones,Aria Smartphone,8462.96,8,0.0,2147.54,Second Class,Debit Card,Priya Nair
ORD-106191,2025-07-20,2025-07-27,CU-10153,Kevin Young,Consumer,United States,California,San Francisco,West,PR-0007,Technology,Computers,AirLight 13,1652.35,3,0.1,348.0,Standard Class,PayPal,Alex Turner
ORD-106652,2022-05-29,2022-05-30,CU-10563,Elizabeth Harris,Corporate,United States,Washington,Seattle,West,PR-0045,Office Supplies,Art,Highlighter Pack,108.66,3,0.0,53.26,First Class,PayPal,Carlos Mendes
ORD-106215,2023-10-05,2023-10-12,CU-12086,Mark Smith,Consumer,United States,Nevada,Las Vegas,West,PR-0026,Furniture,Tables,Glass Office Desk,303.11,1,0.3,13.94,Standard Class,Credit Card,Priya Nair
ORD-102659,2024-07-02,2024-07-07,CU-11309,Jessica Smith,Corporate,United States,New Jersey,Newark,East,PR-0035,Office Supplies,Paper,Recycled Notebook Pack,450.12,4,0.0,201.96,Standard Class,Cash on Delivery,Alex Turner
ORD-102731,2023-11-30,2023-12-07,CU-11776,Nancy Scott,Corporate,United States,North Carolina,Raleigh,South,PR-0040,Office Supplies,Binders,Presentation Binder,25.62,3,0.05,13.06,Second Class,Cash on Delivery,Carlos Mendes
ORD-102008,2023-04-09,2023-04-16,CU-10662,Linda Robinson,Consumer,United States,Oregon,Eugene,West,PR-0017,Technology,Copiers,PrintMaster 200,1077.04,3,,226.73,Standard Class,Cash on Delivery,Priya Nair
ORD-103828,2025-08-27,2025-09-03,CU-11812,Deborah Rodriguez,Consumer,United States,Massachusetts,Boston,East,PR-0005,Technology,Phones,Aria Smartphone,3477.48,2,0.0,1007.24,Second Class,Bank Transfer,Carlos Mendes
ORD-104001,2023-08-12,2023-08-18,CU-12094,Ashley Harris,Consumer,United States,North Carolina,Raleigh,South,PR-0030,Furniture,Furnishings,Desk Lamp LED,151.57,1,0.05,27.21,Second Class,Debit Card,Maria Silva
ORD-103025,2023-01-08,2023-01-11,CU-10448,Michael Gonzalez,Consumer,United States,Georgia,Atlanta,South,PR-0034,Office Supplies,Paper,Premium Copy Paper,162.68,4,0.05,74.69,Same Day,Credit Card,Carlos Mendes
ORD-107031,2024-02-24,2024-02-29,CU-11482,Steven Robinson,Consumer,United States,California,San Diego,West,PR-0036,Office Supplies,Paper,Sticky Notes Set,215.32,2,0.1,68.79,Standard Class,PayPal,Ethan Wu
ORD-100595,2025-05-27,2025-06-02,CU-10120,Kevin Young,Home Office,United States,Nevada,Reno,West,PR-0009,Technology,Computers,UltraSlim Laptop,10927.15,8,0.1,1666.89,Standard Class,PayPal,Grace Okafor
ORD-110701,2023-03-15,2023-03-19,CU-10626,Carol Wright,Consumer,United States,California,Los Angeles,West,PR-0040,Office Supplies,Binders,Presentation Binder,141.53,6,0.15,45.56,First Class,Credit Card,Sofia Rossi
ORD-111866,2023-03-29,2023-04-02,CU-10300,Joseph Lopez,Corporate,United States,Pennsylvania,Pittsburgh,East,PR-0012,Technology,Accessories,Mechanical Keyboard,2319.17,6,0.15,291.1,Second Class,Cash on Delivery,Alex Turner
ORD-106459,2022-11-03,2022-11-05,CU-11370,Matthew Garcia,Corporate,United States,New Jersey,Jersey City,East,PR-0015,Technology,Accessories,Bluetooth Speaker,809.2,1,0.3,-147.72,Same Day,PayPal,Alex Turner
ORD-101057,2023-12-08,2023-12-12,CU-10496,Kevin Gonzalez,Consumer,United States,Oregon,Eugene,West,PR-0017,Technology,Copiers,PrintMaster 200,1654.57,3,0.15,75.17,Standard Class,Cash on Delivery,Nina Petrova
ORD-105220,2023-08-20,2023-08-21,CU-10802,Deborah Torres,Home Office,United States,Illinois,Springfield,Central,PR-0041,Office Supplies,Storage,Storage Box Set,391.63,5,0.1,158.68,Standard Class,Debit Card,Liam O'Connor
ORD-106804,2025-08-01,2025-08-05,CU-10826,Ashley Ramirez,Consumer,United States,New York,Buffalo,East,PR-0012,Technology,Accessories,Mechanical Keyboard,2545.2,3,0.3,-174.56,First Class,Debit Card,Maria Silva
ORD-104237,2024-02-27,2024-03-01,CU-11087,Richard Rodriguez,Home Office,United States,Ohio,Columbus,Central,PR-0043,Office Supplies,Storage,File Sorter,203.09,2,0.1,69.86,Second Class,Cash on Delivery,Grace Okafor
ORD-108732,2023-04-15,2023-04-17,CU-11011,Brian Walker,Home Office,United States,Washington,Spokane,West,PR-0020,Furniture,Chairs,MeshBack Office Chair,4430.0,4,0.0,1650.87,Standard Class,Credit Card,Grace Okafor
ORD-100283,2023-07-23,2023-07-29,CU-10720,Daniel Thomas,Corporate,United States,Massachusetts,Boston,East,PR-0004,Technology,Phones,Phone Pro Max,2075.6,5,0.0,583.87,Second Class,Credit Card,Carlos Mendes
ORD-111395,2024-10-24,2024-10-28,CU-11979,Jessica Miller,Corporate,United States,New Jersey,Jersey City,East,PR-0001,Technology,Phones,UltraPhone X12,9645.7,6,0.1,2799.32,First Class,Credit Card,Liam O'Connor
ORD-111731,2022-09-17,2022-09-21,CU-12009,Sarah Harris,Corporate,United States,Georgia,Atlanta,South,PR-0018,Technology,Copiers,ScanPro Duo,2659.7,2,0.1,782.35,Standard Class,PayPal,Alex Turner
ORD-108576,2024-06-05,2024-06-12,CU-10004,Carol Wright,Consumer,United States,Pennsylvania,Philadelphia,East,PR-0006,Technology,Computers,ProBook 15,2739.11,2,0.15,233.21,Standard Class,Cash on Delivery,Sofia Rossi
ORD-109004,2023-06-01,2023-06-05,CU-11524,Donna Martinez,Consumer,United States,Texas,Dallas,Central,PR-0012,Technology,Accessories,Mechanical Keyboard,1264.94,2,0.05,390.36,Second Class,Bank Transfer,Sofia Rossi
ORD-107326,2023-12-08,2023-12-12,CU-11195,John Williams,Home Office,United States,California,San Diego,West,PR-0007,Technology,Computers,AirLight 13,1115.35,1,0.05,188.5,Second Class,PayPal,Alex Turner
ORD-111499,2024-10-04,2024-10-09,CU-10959,Daniel Johnson,Home Office,United States,North Carolina,Raleigh,South,PR-0047,Office Supplies,Labels,Address Label Pack,170.1,5,0.0,79.43,Standard Class,Cash on Delivery,Grace Okafor
ORD-108708,2024-01-04,2024-01-07,CU-10484,Thomas Garcia,Home Office,United States,Florida,Miami,South,PR-0028,Furniture,Bookcases,Corner Bookshelf,232.86,1,0.1,37.99,Standard Class,PayPal,Maria Silva
ORD-110160,2024-02-19,2024-02-25,CU-10652,Lisa Rodriguez,Home Office,United States,Nevada,Reno,West,PR-0033,Furniture,Furnishings,Filing Cabinet,2593.0,4,0.0,1103.94,Second Class,Debit Card,Priya Nair
ORD-103543,2024-01-30,2024-02-03,CU-11208,Karen Walker,Consumer,United States,Pennsylvania,Philadelphia,East,PR-0009,Technology,Computers,UltraSlim Laptop,1482.88,1,0.05,350.51,Standard Class,PayPal,Alex Turner
